product,console,variant,type,source,market_price,old_price,new_price,diff,profit,status,notes
SpongeBob SquarePants Lights Camera Pants - Gamecube Game,Gamecube,game only,loose,pc,12.90,17.81,17.99,0.18,4.27,NO_CHANGE,
SpongeBob SquarePants Lights Camera Pants - Gamecube Game,Gamecube,complete (cib),cib,pc,16.00,21.99,21.99,0.00,5.05,NO_CHANGE,
SpongeBob SquarePants Revenge of the Flying Dutchman - Gamecube Game,Gamecube,game only,loose,pc,19.69,27.48,26.99,-0.49,6.22,NO_CHANGE,
SpongeBob SquarePants Revenge of the Flying Dutchman - Gamecube Game,Gamecube,complete (cib),cib,pc,26.11,35.99,35.99,0.00,8.54,NO_CHANGE,
SpongeBob's Atlantis SquarePantis - GBA Game,Gameboy Advance,game only,loose,ebay(35),9.20,12.82,12.99,0.17,3.11,NO_CHANGE,
SpongeBob's Truth or Square - PSP Game,PSP,game only,loose,pc,9.63,13.99,13.99,0.00,3.65,NO_CHANGE,
SpongeBob's Truth or Square - PSP Game,PSP,complete (cib),cib,pc,15.64,21.99,21.99,0.00,5.41,NO_CHANGE,
Sports Illustrated for Kids the Ultimate Triple Dare - Gameboy Game,Gameboy,game only,loose,pc,9.47,14.43,12.99,-1.44,2.84,APPLIED,
Sports Illustrated for Kids the Ultimate Triple Dare - Gameboy Game,Gameboy,complete (cib),cib,pc,154.39,24.99,208.99,184.00,48.24,APPLIED,
Sports Illustrated Golf Classic - Gameboy Game,Gameboy,game only,loose,ebay(24),8.72,7.80,11.99,4.19,2.62,APPLIED,
Sports Talk Baseball - Sega Genesis Game,Sega Genesis,game only,loose,ebay(64),7.35,7.98,9.99,2.01,2.05,APPLIED,
Sports Talk Baseball - Sega Genesis Game,Sega Genesis,complete (cib),cib,ebay(5),13.79,13.99,18.99,5.00,4.35,APPLIED,
Spot Goes To Hollywood - Sega Genesis Game,Sega Genesis,game only,loose,ebay(19),23.00,27.90,31.99,4.09,7.76,APPLIED,
Spot: The Video Game - NES Game,NES,game only,loose,ebay(72),11.96,15.95,16.99,1.04,4.24,APPLIED,
Spot: The Video Game - NES Game,NES,complete (cib),cib,ebay(6),54.96,27.99,74.99,47.00,17.56,APPLIED,
Sprint Cars 2 Showdown at Eldora - PS2 Game,Playstation 2,game only,loose,pc,6.49,13.62,8.99,-4.63,1.94,APPLIED,
Sprint Cars 2 Showdown at Eldora - PS2 Game,Playstation 2,complete (cib),cib,pc,6.70,23.99,9.99,-14.00,2.70,APPLIED,
Spy Kids 3D Game Over - GBA Game,Gameboy Advance,game only,loose,pc,6.07,8.69,8.99,0.30,2.36,NO_CHANGE,
Spy Kids 3D Game Over - GBA Game,Gameboy Advance,complete (cib),cib,pc,10.20,13.99,13.99,0.00,3.08,NO_CHANGE,
Spy Kids Challenger - GBA Game,Gameboy Advance,game only,loose,ebay(61),6.44,7.02,8.99,1.97,1.99,APPLIED,
Spy vs. Spy - NES Game,NES,game only,loose,pc,9.67,16.99,13.99,-3.00,3.61,APPLIED,
Spy vs. Spy - NES Game,NES,complete (cib),cib,pc,47.10,76.99,63.99,-13.00,14.73,APPLIED,
Spyro A Hero's Tail - Gamecube Game,Gamecube,game only,loose,pc,12.97,17.92,17.99,0.07,4.20,NO_CHANGE,
Spyro A Hero's Tail - Gamecube Game,Gamecube,complete (cib),cib,pc,14.21,19.99,19.99,0.00,4.90,NO_CHANGE,
Spyro A Heros Tail - Xbox Game,Xbox,game only,loose,pc,10.29,16.43,13.99,-2.44,2.99,APPLIED,
Spyro A Heros Tail - Xbox Game,Xbox,complete (cib),cib,pc,14.29,18.99,19.99,1.00,4.82,APPLIED,
Spyro Attack of the Rhynocs - GBA Game,Gameboy Advance,game only,loose,ebay(63),15.63,20.60,21.99,1.39,5.42,APPLIED,
Spyro Orange The Cortex Conspiracy - GBA Game,Gameboy Advance,game only,loose,pc,7.92,9.96,10.99,1.03,2.45,APPLIED,
Spyro Orange The Cortex Conspiracy - GBA Game,Gameboy Advance,complete (cib),cib,pc,35.00,16.99,47.99,31.00,11.30,APPLIED,
SSX On Tour - PS2 Game,Playstation 2,game only,loose,pc,7.88,10.91,10.99,0.08,2.49,NO_CHANGE,
SSX On Tour - PS2 Game,Playstation 2,complete (cib),cib,pc,11.33,15.99,15.99,0.00,3.90,NO_CHANGE,
Stacked With Daniel Negreanu - Xbox Game,Xbox,game only,loose,ebay(56),5.69,5.32,7.99,2.67,1.77,APPLIED,
Stacked With Daniel Negreanu - Xbox Game,Xbox,complete (cib),cib,ebay(18),3.44,8.99,4.99,-4.00,1.11,APPLIED,
Stadium Games - GBA Game,Gameboy Advance,game only,loose,pc,4.20,5.89,5.99,0.10,1.32,NO_CHANGE,
Stadium Games - GBA Game,Gameboy Advance,complete (cib),cib,pc,14.99,20.99,20.99,0.00,5.09,NO_CHANGE,
Star Control - Sega Genesis Game,Sega Genesis,game only,loose,ebay(36),23.00,21.29,31.99,10.70,7.76,APPLIED,
Star Control - Sega Genesis Game,Sega Genesis,complete (cib),cib,ebay(5),55.19,37.99,74.99,37.00,17.33,APPLIED,
Star Fox - SNES Game,SNES,game only,loose,ebay(31),8.19,25.42,11.99,-13.43,3.15,APPLIED,
Star Fox Zero & Star Fox Guard Bundle - Wii U Game,Wii U,game only,loose,pc,18.46,17.66,24.99,7.33,5.51,APPLIED,
Star Fox Zero & Star Fox Guard Bundle - Wii U Game,Wii U,complete (cib),cib,pc,24.32,30.99,32.99,2.00,7.41,APPLIED,
Star Ocean: Blue Sphere [Homebrew] - Gameboy Color Game,Gameboy Color,game only,loose,pc,30.31,28.99,40.99,12.00,9.19,APPLIED,
Star Ocean: Blue Sphere [Homebrew] - Gameboy Color Game,Gameboy Color,complete (cib),cib,pc,40.00,51.99,54.99,3.00,13.10,APPLIED,
Star Soldier - NES Game,NES,game only,loose,ebay(81),10.11,10.21,13.99,3.78,3.17,APPLIED,
Star Trek Encounters - PS2 Game,Playstation 2,game only,loose,pc,7.17,9.56,9.99,0.43,2.23,NO_CHANGE,
Star Trek Encounters - PS2 Game,Playstation 2,complete (cib),cib,pc,8.44,11.99,11.99,0.00,2.90,NO_CHANGE,
Star Tropics II: Zoda's Revenge - NES Game,NES,game only,loose,ebay(60),22.53,24.65,30.99,6.34,7.26,APPLIED,
Star Tropics II: Zoda's Revenge - NES Game,NES,complete (cib),cib,ebay(10),74.52,43.99,100.99,57.00,23.24,APPLIED,
Star Wars Battlefront II - PSP Game,PSP,game only,loose,pc,12.31,16.99,16.99,0.00,3.89,NO_CHANGE,
Star Wars Battlefront II - PSP Game,PSP,complete (cib),cib,pc,14.38,19.99,19.99,0.00,4.73,NO_CHANGE,
Star Wars Bounty Hunter - Gamecube Game,Gamecube,game only,loose,pc,16.34,22.99,22.99,0.00,5.68,NO_CHANGE,
Star Wars Bounty Hunter - Gamecube Game,Gamecube,complete (cib),cib,pc,19.99,26.99,26.99,0.00,5.92,NO_CHANGE,
Star Wars Clone Wars: Republic Heroes - PS2 Game,Playstation 2,game only,loose,pc,8.55,11.21,11.99,0.78,2.79,APPLIED,
Star Wars Clone Wars: Republic Heroes - PS2 Game,Playstation 2,complete (cib),cib,pc,8.72,19.99,11.99,-8.00,2.62,APPLIED,
Star Wars Episode I Jedi Power Battles - GBA Game,Gameboy Advance,game only,loose,pc,16.41,30.36,22.99,-7.37,5.61,APPLIED,
Star Wars Episode I Jedi Power Battles - GBA Game,Gameboy Advance,complete (cib),cib,pc,83.25,53.99,112.99,59.00,26.16,APPLIED,
Star Wars Episode I Racer - Sega Dreamcast Game,Sega Dreamcast,game only,loose,pc,19.74,26.53,26.99,0.46,6.17,NO_CHANGE,
Star Wars Episode I Racer - Sega Dreamcast Game,Sega Dreamcast,complete (cib),cib,pc,31.47,42.99,42.99,0.00,9.97,NO_CHANGE,
Star Wars Jedi Knight II: Jedi Outcast - Xbox Game,Xbox,game only,loose,pc,8.65,12.02,11.99,-0.03,2.69,NO_CHANGE,
Star Wars Jedi Knight II: Jedi Outcast - Xbox Game,Xbox,complete (cib),cib,pc,13.99,19.99,18.99,-1.00,4.15,APPLIED,
Star Wars Racer Revenge - PS2 Game,Playstation 2,game only,loose,pc,10.88,14.99,14.99,0.00,3.38,NO_CHANGE,
Star Wars Racer Revenge - PS2 Game,Playstation 2,complete (cib),cib,pc,12.58,16.99,16.99,0.00,3.62,NO_CHANGE,
Star Wars The Force Unleashed - PS2 Game,Playstation 2,game only,loose,pc,7.05,9.99,9.99,0.00,2.35,NO_CHANGE,
Star Wars The Force Unleashed - PS2 Game,Playstation 2,complete (cib),cib,pc,10.29,13.99,13.99,0.00,2.99,NO_CHANGE,
Star X - GBA Game,Gameboy Advance,game only,loose,pc,17.98,24.99,24.99,0.00,5.99,NO_CHANGE,
Star X - GBA Game,Gameboy Advance,complete (cib),cib,pc,30.25,40.99,40.99,0.00,9.25,NO_CHANGE,
Steambot Chronicles: Battle Tournament - PSP Game,PSP,game only,loose,ebay(5),86.41,66.05,116.99,50.94,26.89,APPLIED,
Steambot Chronicles: Battle Tournament - PSP Game,PSP,complete (cib),cib,ebay(6),73.55,117.99,99.99,-18.00,23.24,APPLIED,
Steel Empire - Sega Genesis Game,Sega Genesis,game only,loose,ebay(49),46.00,50.68,62.99,12.31,14.86,APPLIED,
Steel Empire - Sega Genesis Game,Sega Genesis,complete (cib),cib,ebay(15),71.75,90.99,96.99,6.00,22.13,APPLIED,
Steel Reign - PS1 Game,Playstation,game only,loose,pc,8.65,11.55,11.99,0.44,2.69,NO_CHANGE,
Steel Reign - PS1 Game,Playstation,complete (cib),cib,pc,14.99,20.99,20.99,0.00,5.09,NO_CHANGE,
Stormlord - Sega Genesis Game,Sega Genesis,game only,loose,ebay(28),19.45,26.61,26.99,0.38,6.46,NO_CHANGE,
Stormlord - Sega Genesis Game,Sega Genesis,complete (cib),cib,ebay(5),69.91,46.99,94.99,48.00,22.03,APPLIED,
Street Fighter 2010 the Final Fight - NES Game,NES,game only,loose,ebay(84),14.30,22.19,19.99,-2.20,4.81,APPLIED,
Street Fighter Alpha 2 - SNES Game,SNES,game only,loose,ebay(59),59.79,86.99,80.99,-6.00,18.55,APPLIED,
Street Fighter Alpha 2 - SNES Game,SNES,complete (cib),cib,ebay(6),303.60,155.99,409.99,254.00,94.20,APPLIED,
Street Fighter Anniversary - PS2 Game,Playstation 2,game only,loose,pc,13.50,18.99,18.99,0.00,4.64,NO_CHANGE,
Street Fighter Anniversary - PS2 Game,Playstation 2,complete (cib),cib,pc,17.99,24.99,24.99,0.00,5.98,NO_CHANGE,
Street Fighter EX 2 Plus - PS1 Game,Playstation,game only,loose,pc,39.93,80.75,53.99,-26.76,12.19,APPLIED,
Street Fighter EX 2 Plus - PS1 Game,Playstation,complete (cib),cib,pc,84.45,144.99,114.99,-30.00,26.91,APPLIED,
Street Fighter EX Plus Alpha - PS1 Game,Playstation,game only,loose,pc,28.40,38.97,38.99,0.02,9.16,NO_CHANGE,
Street Fighter EX Plus Alpha - PS1 Game,Playstation,complete (cib),cib,pc,47.89,64.99,64.99,0.00,14.92,NO_CHANGE,
Street Fighter II - SNES Game,SNES,game only,loose,ebay(62),7.36,18.95,9.99,-8.96,2.04,APPLIED,
Street Fighter II Turbo - SNES Game,SNES,game only,loose,ebay(76),13.77,28.10,18.99,-9.11,4.37,APPLIED,
Street Fighter III 3rd Strike: Fight for the Future - Sega Dreamcast Game,Sega Dreamcast,game only,loose,pc,57.79,111.70,78.99,-32.71,18.61,APPLIED,
Street Fighter III 3rd Strike: Fight for the Future - Sega Dreamcast Game,Sega Dreamcast,complete (cib),cib,pc,114.25,200.99,154.99,-46.00,35.95,APPLIED,
Street Jam Basketball - GBA Game,Gameboy Advance,game only,loose,ebay(11),10.12,7.96,13.99,6.03,3.16,APPLIED,
Street Sk8er 2 - PS1 Game,Playstation,game only,loose,ebay(39),9.20,10.34,12.99,2.65,3.11,APPLIED,
Street Sk8er 2 - PS1 Game,Playstation,complete (cib),cib,ebay(11),11.91,17.99,16.99,-1.00,4.29,APPLIED,
Street Smart - Sega Genesis Game,Sega Genesis,game only,loose,ebay(33),22.99,24.64,31.99,7.35,7.77,APPLIED,
Strider - NES Game,NES,game only,loose,ebay(82),13.79,15.79,18.99,3.20,4.35,APPLIED,
Strider - Sega Genesis Game,Sega Genesis,game only,loose,pc,16.48,22.99,22.99,0.00,5.54,NO_CHANGE,
Strider - Sega Genesis Game,Sega Genesis,complete (cib),cib,pc,34.46,46.99,46.99,0.00,10.87,NO_CHANGE,
Strike Point - PS1 Game,Playstation,game only,loose,ebay(6),9.66,3.78,13.99,10.21,3.62,APPLIED,
Stunt GP - PS2 Game,Playstation 2,game only,loose,pc,7.88,10.55,10.99,0.44,2.49,NO_CHANGE,
Stunt GP - PS2 Game,Playstation 2,complete (cib),cib,pc,9.57,12.99,12.99,0.00,2.74,NO_CHANGE,
Stunt Race FX - SNES Game,SNES,game only,loose,ebay(77),12.87,15.02,17.99,2.97,4.30,APPLIED,
Sub Terrania - Sega Genesis Game,Sega Genesis,game only,loose,ebay(77),11.50,11.73,15.99,4.26,3.73,APPLIED,
Sum of All Fears - PS2 Game,Playstation 2,,,,,,,,,NO_MATCH,PC and eBay both failed
Summer Challenge - Sega Genesis Game,Sega Genesis,game only,loose,ebay(53),9.15,7.53,12.99,5.46,3.16,APPLIED,
Summer Challenge - Sega Genesis Game,Sega Genesis,complete (cib),cib,ebay(13),16.56,12.99,22.99,10.00,5.46,APPLIED,
Summon Night Swordcraft Story 2 - GBA Game,Gameboy Advance,game only,loose,pc,85.41,123.98,115.99,-7.99,26.92,APPLIED,
Summon Night Swordcraft Story 2 - GBA Game,Gameboy Advance,complete (cib),cib,pc,197.67,222.99,266.99,44.00,61.28,APPLIED,
Sunset Riders - Sega Genesis Game,Sega Genesis,game only,loose,ebay(38),71.30,61.67,96.99,35.32,22.58,APPLIED,
Sunset Riders - Sega Genesis Game,Sega Genesis,complete (cib),cib,ebay(8),142.11,110.99,191.99,81.00,44.01,APPLIED,
Sunset Riders - SNES Game,SNES,game only,loose,ebay(30),104.27,114.90,140.99,26.09,32.33,APPLIED,
Sunset Riders - SNES Game,SNES,complete (cib),cib,ebay(4),620.99,205.99,838.99,633.00,193.37,APPLIED,
Super Adventure Island II - SNES Game,SNES,game only,loose,ebay(17),116.32,132.52,157.99,25.47,36.79,APPLIED,
Super Battleship - SNES Game,SNES,game only,loose,ebay(76),9.15,13.99,12.99,-1.00,3.16,APPLIED,
Super Black Bass - SNES Game,SNES,game only,loose,ebay(65),6.61,13.49,8.99,-4.50,1.82,APPLIED,
Super Bomberman - SNES Game,SNES,game only,loose,ebay(28),12.41,84.99,16.99,-68.00,3.79,APPLIED,
Super Bomberman 2 - SNES Game,SNES,game only,loose,ebay(70),22.57,46.39,30.99,-15.40,7.22,APPLIED,
Super Bonk - SNES Game,SNES,game only,loose,ebay(18),69.00,109.90,93.99,-15.91,21.96,APPLIED,
Super Bubble Pop - Gamecube Game,Gamecube,game only,loose,ebay(64),9.25,9.28,12.99,3.71,3.06,APPLIED,
Super Bubble Pop - Gamecube Game,Gamecube,complete (cib),cib,ebay(23),10.11,15.99,13.99,-2.00,3.17,APPLIED,
Super Bubble Pop - PS1 Game,Playstation,game only,loose,ebay(8),7.22,9.50,9.99,0.49,2.18,NO_CHANGE,
Super Caesar's Palace - SNES Game,SNES,game only,loose,ebay(6),4.59,5.19,6.99,1.80,1.90,APPLIED,
Super Castlevania IV - SNES Game,SNES,game only,loose,ebay(75),50.59,65.24,68.99,3.75,16.10,APPLIED,
Super Collapse II - GBA Game,Gameboy Advance,game only,loose,ebay(6),13.33,10.15,18.99,8.84,4.81,APPLIED,
Super Collapse II - GBA Game,Gameboy Advance,complete (cib),cib,ebay(4),23.68,17.99,31.99,14.00,7.08,APPLIED,
Super Dodge Ball - NES Game,NES,game only,loose,ebay(63),14.71,22.48,19.99,-2.49,4.40,APPLIED,
Super Double Dragon - SNES Game,SNES,game only,loose,ebay(50),28.05,56.55,37.99,-18.56,8.54,APPLIED,
Super Ghouls 'N Ghosts - GBA Game,Gameboy Advance,game only,loose,pc,58.42,78.99,78.99,0.00,17.98,NO_CHANGE,
Super Ghouls 'N Ghosts - GBA Game,Gameboy Advance,complete (cib),cib,pc,129.01,174.99,174.99,0.00,40.61,NO_CHANGE,
Super Ghouls 'N Ghosts - SNES Game,SNES,game only,loose,ebay(65),20.68,42.05,27.99,-14.06,6.20,APPLIED,
Super Glove Ball - NES Game,NES,game only,loose,ebay(77),9.19,9.85,12.99,3.14,3.12,APPLIED,
Super High Impact - Sega Genesis Game,Sega Genesis,game only,loose,ebay(62),7.60,8.21,10.99,2.78,2.77,APPLIED,
Super High Impact - Sega Genesis Game,Sega Genesis,complete (cib),cib,ebay(9),12.87,13.99,17.99,4.00,4.30,APPLIED,
Super Mario All-Stars - SNES Game,SNES,game only,loose,ebay(83),18.40,28.80,24.99,-3.81,5.57,APPLIED,
Super Mario All-stars and Super Mario World - SNES Game,SNES,game only,loose,ebay(7),58.19,53.49,78.99,25.50,18.21,APPLIED,
Super Mario All-Stars Limited Edition - Wii Game,Wii,game only,loose,pc,24.45,37.71,33.99,-3.72,8.25,APPLIED,
Super Mario All-Stars Limited Edition - Wii Game,Wii,complete (cib),cib,pc,29.99,66.99,40.99,-26.00,9.51,APPLIED,
Super Mario Ball - GBA Game,Gameboy Advance,game only,loose,ebay(16),20.00,24.06,27.99,3.93,6.88,APPLIED,
Super Mario Bros 3 - NES Game,NES,game only,loose,pc,17.64,23.99,23.99,0.00,5.35,NO_CHANGE,
Super Mario Bros 3 - NES Game,NES,complete (cib),cib,pc,77.38,104.99,104.99,0.00,24.27,NO_CHANGE,
Super Mario Kart - SNES Game,SNES,game only,loose,ebay(81),32.19,47.40,43.99,-3.41,10.22,APPLIED,
Super Mario Land 2 - Gameboy Game,Gameboy,game only,loose,pc,22.80,30.99,30.99,0.00,6.99,NO_CHANGE,
Super Mario Land 2 - Gameboy Game,Gameboy,complete (cib),cib,pc,92.12,124.99,124.99,0.00,28.95,NO_CHANGE,
Super Mario RPG - SNES Game,SNES,game only,loose,ebay(72),13.80,132.62,18.99,-113.63,4.34,APPLIED,
Super Mario World - SNES Game,SNES,game only,loose,ebay(68),13.80,28.99,18.99,-10.00,4.34,APPLIED,
Super Mario World 2 Yoshi's Island - SNES Game,SNES,game only,loose,ebay(62),15.60,56.03,21.99,-34.04,5.45,APPLIED,
Super Metroid - SNES Game,SNES,game only,loose,ebay(65),91.99,100.76,124.99,24.23,29.08,APPLIED,
Super Metroid - SNES Game,SNES,complete (cib),cib,ebay(9),386.40,180.99,521.99,341.00,120.15,APPLIED,
Super Monaco GP II - Sega Genesis Game,Sega Genesis,game only,loose,pc,12.49,22.40,16.99,-5.41,3.71,APPLIED,
Super Monaco GP II - Sega Genesis Game,Sega Genesis,complete (cib),cib,pc,26.10,39.99,35.99,-4.00,8.55,APPLIED,
Super Ninja Boy - SNES Game,SNES,game only,loose,ebay(54),22.97,45.44,31.99,-13.45,7.79,APPLIED,
Super Ninja Boy - SNES Game,SNES,complete (cib),cib,ebay(4),223.07,80.99,301.99,221.00,69.86,APPLIED,
Super Nova - SNES Game,SNES,game only,loose,ebay(24),36.80,52.65,49.99,-2.66,11.44,APPLIED,
Super Off Road - Sega Genesis Game,Sega Genesis,game only,loose,ebay(37),18.39,14.12,24.99,10.87,5.58,APPLIED,
Super Off Road - Sega Genesis Game,Sega Genesis,complete (cib),cib,ebay(6),27.60,24.99,37.99,13.00,8.99,APPLIED,
Super Off Road - SNES Game,SNES,game only,loose,ebay(78),9.19,21.47,12.99,-8.48,3.12,APPLIED,
Super PickUps - Wii Game,Wii,game only,loose,ebay(17),7.98,8.36,10.99,2.63,2.39,APPLIED,
Super Pinball Behind the Mask - SNES Game,SNES,game only,loose,ebay(74),9.17,10.60,12.99,2.39,3.14,APPLIED,
Super Play Action Football - SNES Game,SNES,game only,loose,ebay(72),5.88,6.61,7.99,1.38,1.58,APPLIED,
Super Punch Out - SNES Game,SNES,game only,loose,ebay(60),36.77,50.75,49.99,-0.76,11.47,APPLIED,
Super Punch Out - SNES Game,SNES,complete (cib),cib,ebay(6),211.60,90.99,285.99,195.00,65.80,APPLIED,
Super R-Type - SNES Game,SNES,game only,loose,ebay(78),13.80,20.02,18.99,-1.03,4.34,APPLIED,
Super R.C. Pro-Am - Gameboy Game,Gameboy,game only,loose,pc,8.52,12.40,11.99,-0.41,2.82,NO_CHANGE,
Super R.C. Pro-Am - Gameboy Game,Gameboy,complete (cib),cib,pc,25.92,35.99,35.99,0.00,8.73,NO_CHANGE,
Super Scope 6 - SNES Game,SNES,game only,loose,ebay(87),7.76,13.69,10.99,-2.70,2.61,APPLIED,
Super Scrabble - Gameboy Game,Gameboy,game only,loose,ebay(65),9.20,14.08,12.99,-1.09,3.11,APPLIED,
Super Scrabble - Gameboy Game,Gameboy,complete (cib),cib,ebay(8),37.71,24.99,50.99,26.00,11.50,APPLIED,
Super Shot Soccer - PS1 Game,Playstation,,,,,,,,,NO_MATCH,PC and eBay both failed
Super Smash TV - Sega Genesis Game,Sega Genesis,game only,loose,ebay(11),22.08,27.87,29.99,2.12,6.74,APPLIED,
Super Smash TV - SNES Game,SNES,game only,loose,ebay(31),33.13,43.54,44.99,1.45,10.26,APPLIED,
Super Smash TV - SNES Game,SNES,complete (cib),cib,ebay(4),137.99,77.99,186.99,109.00,43.28,APPLIED,
Super Star Wars - SNES Game,SNES,game only,loose,ebay(57),11.96,17.18,16.99,-0.19,4.24,NO_CHANGE,
Super Star Wars Empire Strikes Back - SNES Game,SNES,game only,loose,ebay(79),17.45,27.12,23.99,-3.13,5.54,APPLIED,
Super Star Wars Return of the Jedi - SNES Game,SNES,game only,loose,ebay(81),21.15,22.08,28.99,6.91,6.70,APPLIED,
Super Star Wars Return of the Jedi - SNES Game,SNES,complete (cib),cib,ebay(5),82.77,38.99,111.99,73.00,25.67,APPLIED,
Super Street Fighter II - Sega Genesis Game,Sega Genesis,game only,loose,ebay(82),18.39,84.10,24.99,-59.11,5.58,APPLIED,
Super Street Fighter II - Sega Genesis Game,Sega Genesis,complete (cib),cib,ebay(4),22.96,150.99,31.99,-119.00,7.80,APPLIED,
Super Street Fighter II - SNES Game,SNES,game only,loose,ebay(49),9.19,27.71,12.99,-14.72,3.12,APPLIED,
Super Swing Golf Season 2 - Wii Game,Wii,game only,loose,ebay(15),8.27,10.47,11.99,1.52,3.07,APPLIED,
Super Swing Golf Season 2 - Wii Game,Wii,complete (cib),cib,ebay(4),12.22,17.99,16.99,-1.00,3.98,APPLIED,
Super Team Games - NES Game,NES,game only,loose,ebay(75),9.19,9.35,12.99,3.64,3.12,APPLIED,
Super Turrican - SNES Game,SNES,game only,loose,ebay(40),60.72,69.31,81.99,12.68,18.59,APPLIED,
Super Turrican - SNES Game,SNES,complete (cib),cib,ebay(5),206.14,123.99,278.99,155.00,64.46,APPLIED,
Supercross - PS1 Game,Playstation,game only,loose,pc,5.61,7.99,7.99,0.00,1.85,NO_CHANGE,
Supercross - PS1 Game,Playstation,complete (cib),cib,pc,11.09,14.99,14.99,0.00,3.17,NO_CHANGE,
Supercross 2000 - PS1 Game,Playstation,game only,loose,pc,5.15,6.65,6.99,0.34,1.34,NO_CHANGE,
Supercross 2000 - PS1 Game,Playstation,complete (cib),cib,pc,7.77,10.99,10.99,0.00,2.60,NO_CHANGE,
Supercross Circuit - PS1 Game,Playstation,game only,loose,ebay(10),9.32,11.76,12.99,1.23,2.99,APPLIED,
Superman - NES Game,NES,game only,loose,ebay(49),27.59,29.71,37.99,8.28,9.00,APPLIED,
Superman - NES Game,NES,complete (cib),cib,ebay(5),93.06,52.99,125.99,73.00,28.98,APPLIED,
Surf's Up - GBA Game,Gameboy Advance,game only,loose,pc,4.16,6.05,5.99,-0.06,1.36,NO_CHANGE,
Surf's Up - GBA Game,Gameboy Advance,complete (cib),cib,pc,13.00,17.99,17.99,0.00,4.17,NO_CHANGE,
Suzuki Super-Bikes II Riding Challenge - PS2 Game,Playstation 2,game only,loose,ebay(64),5.38,4.58,7.99,3.41,2.08,APPLIED,
Suzuki Super-Bikes II Riding Challenge - PS2 Game,Playstation 2,complete (cib),cib,ebay(16),4.60,7.99,6.99,-1.00,1.89,APPLIED,
Swashbucklers - PS2 Game,Playstation 2,,,,,,,,,NO_MATCH,PC and eBay both failed
Sword of Sodan - Sega Genesis Game,Sega Genesis,game only,loose,ebay(60),14.38,13.56,19.99,6.43,4.73,APPLIED,
Sword of Sodan - Sega Genesis Game,Sega Genesis,complete (cib),cib,ebay(13),33.12,23.99,44.99,21.00,10.27,APPLIED,
Sword of Vermilion - Sega Genesis Game,Sega Genesis,game only,loose,ebay(44),24.37,21.75,32.99,11.24,7.36,APPLIED,
Sword of Vermilion - Sega Genesis Game,Sega Genesis,complete (cib),cib,ebay(13),41.39,38.99,55.99,17.00,12.68,APPLIED,
Taboo the Sixth Sense - NES Game,NES,game only,loose,ebay(69),12.03,17.02,16.99,-0.03,4.17,NO_CHANGE,
Taboo the Sixth Sense - NES Game,NES,complete (cib),cib,ebay(8),47.94,29.99,64.99,35.00,14.87,APPLIED,
Tail of the Sun - PS1 Game,Playstation,game only,loose,pc,33.67,51.11,45.99,-5.12,10.69,APPLIED,
Tail of the Sun - PS1 Game,Playstation,complete (cib),cib,pc,60.19,91.99,81.99,-10.00,19.12,APPLIED,
Tales of Destiny - PS1 Game,Playstation,game only,loose,pc,74.99,101.99,101.99,0.00,23.74,NO_CHANGE,
Tales of Destiny - PS1 Game,Playstation,complete (cib),cib,pc,125.00,168.99,168.99,0.00,38.79,NO_CHANGE,
TaleSpin - Sega Genesis Game,Sega Genesis,game only,loose,ebay(57),16.60,15.76,22.99,7.23,5.42,APPLIED,
TaleSpin - Sega Genesis Game,Sega Genesis,complete (cib),cib,ebay(11),30.36,27.99,40.99,13.00,9.14,APPLIED,
Tall Infinity - PS1 Game,Playstation,,,,,,,,,NO_MATCH,PC and eBay both failed
Task Force Harrier - Sega Genesis Game,Sega Genesis,game only,loose,ebay(27),45.97,51.03,62.99,11.96,14.89,APPLIED,
Taz-Mania - Sega Genesis Game,Sega Genesis,game only,loose,ebay(75),9.20,10.80,12.99,2.19,3.11,APPLIED,
Taz-Mania - SNES Game,SNES,game only,loose,ebay(78),9.20,12.09,12.99,0.90,3.11,APPLIED,
Techno Cop - Sega Genesis Game,Sega Genesis,game only,loose,ebay(20),18.86,22.61,25.99,3.38,6.08,APPLIED,
Techno Cop - Sega Genesis Game,Sega Genesis,complete (cib),cib,ebay(5),46.00,39.99,62.99,23.00,14.86,APPLIED,
Tecmo Secret of the Stars - SNES Game,SNES,game only,loose,ebay(18),94.82,144.99,128.99,-16.00,30.13,APPLIED,
Tecmo Secret of the Stars - SNES Game,SNES,complete (cib),cib,ebay(7),182.15,259.99,245.99,-14.00,56.41,APPLIED,
Tecmo Super Bowl - PS1 Game,Playstation,game only,loose,ebay(6),14.25,32.21,19.99,-12.22,4.86,APPLIED,
Tecmo Super Bowl - Sega Genesis Game,Sega Genesis,game only,loose,ebay(60),9.15,14.43,12.99,-1.44,3.16,APPLIED,
Tecmo Super Bowl - Sega Genesis Game,Sega Genesis,complete (cib),cib,ebay(8),13.32,23.99,17.99,-6.00,3.85,APPLIED,
Tecmo Super Bowl - SNES Game,SNES,game only,loose,ebay(59),7.82,22.40,10.99,-11.41,2.55,APPLIED,
Tecmo Super Hockey - Sega Genesis Game,Sega Genesis,game only,loose,ebay(10),21.34,24.24,28.99,4.75,6.51,APPLIED,
Tecmo Super Hockey - Sega Genesis Game,Sega Genesis,complete (cib),cib,ebay(8),28.29,42.99,38.99,-4.00,9.27,APPLIED,
